буэнос-айрес,аргентина	Buenos_Aires
уиндом,город,миннесота,соединённые штаты америки,сша,америка	Windom,_Minnesota
торез,город,украина	Torez
славно,польша	Sławno
ройтте,австрия	Reutte
тамбре,италия	Tambre
сан-джермано-кизоне,италия	San_Germano_Chisone
ривергаро,италия	Rivergaro
сан-буоно,италия	San_Buono
рубано,италия	Rubano
тети,сардиния,италия	Teti,_Sardinia
тампа	Tampa,_Florida
сфруц,италия	Sfruz
санта-мария-дель-арройо,испания	Santa_María_del_Arroyo
сан-джованни-ин-персичето,италия	San_Giovanni_in_Persiceto
роскилле,дания	Roskilde
тласкала-де-хикотенкатль,мексика	Tlaxcala,_Tlaxcala
рионеро-саннитико,италия	Rionero_Sannitico
урбе,италия	Urbe
сома,япония,япония	Sōma,_Fukushima
скеджа-э-пашелупо,италия	Scheggia_e_Pascelupo
риньяно-гарганико,италия	Rignano_Garganico
уайзета,город,миннесота,соединённые штаты америки,сша,америка	Wayzata,_Minnesota
санта-мария-дель-чедро,италия	Santa_Maria_del_Cedro
сант-алессио-ин-аспромонте,италия	Sant'Alessio_in_Aspromonte
соледади,риу-гранди-ду-сул	Soledade
траверселла,италия	Traversella
свети-юр,словакия	Svätý_Jur
сеннори,италия	Sennori
сан-феличе-чирчео,италия	San_Felice_Circeo
сальвирола,италия	Salvirola
тонами	Tonami,_Toyama
соммо,италия	Sommo
риве-д’аркано,италия	Rive_d'Arcano
ретавас,литва	Rietavas
сант-онофрио,италия	Sant'Onofrio,_Calabria
уинсор,онтарио,канада	Windsor,_Ontario
сорико,италия	Sorico
рединг,пенсильвания,соединённые штаты америки,сша,америка	Reading,_Pennsylvania
санда	Sanda,_Hyōgo
сант-амброджо-ди-вальполичелла,италия	Sant'Ambrogio_di_Valpolicella
теор,италия	Teor
райзенберг,австрия	Reisenberg
тайнай	Tainai,_Niigata
реж	Rezh
сиппар	Sippar
траункирхен,австрия	Traunkirchen
санкт-освальд,австрия,нижняя австрия,австрия	Sankt_Oswald,_Lower_Austria
талгар,казахстан	Talgar
сан-жуан-да-мадейра	São_João_da_Madeira
саутгемптон,великобритания	Southampton
уобан,город,миннесота,соединённые штаты америки,сша,америка	Waubun,_Minnesota
сан-джорджо-ди-ломеллина,италия	San_Giorgio_di_Lomellina
сересо-де-арриба,испания	Cerezo_de_Arriba
роголо,италия	Rogolo
рамшир,иран	Ramshir
сан-джорджо-пьячентино,италия	San_Giorgio_Piacentino
сан-микеле-ди-гандзария,италия	San_Michele_di_Ganzaria
сенмонором,камбоджа	Senmonorom
турривалиньяни,италия	Turrivalignani
уайт-бэр-лейк,город,миннесота,соединённые штаты америки,сша,америка	White_Bear_Lake,_Minnesota
сухань,польша	Suchań
сан-джорджо-ла-молара,италия	San_Giorgio_La_Molara
сан-кирико-рапаро,италия	San_Chirico_Raparo
серракаприола,италия	Serracapriola
стропков,словакия	Stropkov
самарра,ирак	Samarra
сарса-де-монтанчес,испания	Zarza_de_Montánchez
талаюэла,испания	Talayuela
трарего-виджона,италия	Trarego_Viggiona
тово-сан-джакомо,италия	Tovo_San_Giacomo
сан-сальваторе-монферрато,италия	San_Salvatore_Monferrato
реймонд,город,миннесота,соединённые штаты америки,сша,америка	Raymond,_Minnesota
турания,италия	Turania
сан-бартоломео-ин-гальдо,италия	San_Bartolomeo_in_Galdo
сант-андреа-ди-конца,италия	Sant'Andrea_di_Conza
сольтание,иран	Soltaniyeh
таджура,город,джибути,джибути	Tadjoura
роккабашерана,италия	Roccabascerana
розе,коммуна,италия	Rose,_Calabria
руффия,италия	Ruffia
стинтино,италия	Stintino
санта-венерина,италия	Santa_Venerina
стэмфорд,коннектикут	Stamford,_Connecticut
трумау,австрия	Trumau
сеута,испания	Ceuta
рорайнополис,бразилия	Rorainópolis
сасамон,испания	Sasamón
тырныауз,россия,кабардино-балкария	Tyrnyauz
старбак,город,миннесота,соединённые штаты америки,сша,америка	Starbuck,_Minnesota
рорбах-бай-маттерсбург,австрия	Rohrbach_bei_Mattersburg
рени,украина	Reni,_Ukraine
сахне,иран,иран	Sahneh
саличе-салентино,италия	Salice_Salentino
тенстрайк,город,миннесота,соединённые штаты америки,сша,америка	Tenstrike,_Minnesota
стьента,италия	Stienta
розиньяно-мариттимо,италия	Rosignano_Marittimo
севико-наверо,испания	Cevico_Navero
ростов-на-дону,россия,ростовская область	Rostov-on-Don
роккавьоне,италия	Roccavione
раухенварт,австрия	Rauchenwarth
торджано,италия	Torgiano
сан-дженезьо-эд-юнити,италия	San_Genesio_ed_Uniti
сабаэ	Sabae,_Fukui
сидди,сардиния,италия	Siddi,_Sardinia
романьяно-сезия,италия	Romagnano_Sesia
роуднице-над-лабем	Roudnice_nad_Labem
ронсекко,италия	Ronsecco
сокчхо,республика корея,корея,южная корея	Sokcho
темиртау,казахстан	Temirtau
рефронтоло,италия	Refrontolo
уараль,перу	Huaral
уэнделл,город,миннесота,соединённые штаты америки,сша,америка	Wendell,_Minnesota
сорезина,италия	Soresina
устка,польша	Ustka
сендзишув,польша	Sędziszów
